['3.2992', '3.2992', '0.0000', '3.2992', '1.2738', '0.7332', '1.1126']
['3.2992', '3.2992', '1.6863', '3.2992', '1.2262', '0.5897', '0.5801']
['3.2992', '3.2992', '3.2992', '3.2992', '1.4929', '0.9974', '0.7791']
['3.2992', '3.2992', '3.2992', '3.2992', '1.5912', '1.1658', '0.8226']
['3.2992', '3.2992', '0.0000', '3.2992', '0.9934', '0.4455', '0.2320']
['3.2992', '3.2992', '2.0698', '3.2992', '1.1046', '0.5801', '0.3851']
['3.2992', '3.2992', '3.2992', '3.2992', '1.4365', '1.0192', '0.7315']
['3.2992', '3.2992', '3.2992', '3.2992', '1.5445', '1.1610', '0.7968']
['3.2992', '3.2992', '0.0000', '3.2992', '0.9708', '0.4407', '0.2111']
['3.2992', '3.2992', '0.0000', '3.2992', '1.1352', '0.4568', '0.4415']
['3.2992', '3.2992', '3.2992', '3.2992', '1.3052', '0.7420', '0.5680']
['3.2992', '3.2992', '3.2992', '3.2992', '1.5348', '1.0836', '0.7646']
['3.2992', '3.2992', '2.4573', '3.2992', '1.5356', '1.1215', '0.7275']
['3.2992', '3.2992', '0.0000', '3.2992', '0.9152', '0.3924', '0.2272']
['3.2992', '3.2992', '3.2992', '3.2992', '1.2109', '0.7307', '0.5100']
['3.2992', '3.2992', '3.2992', '3.2992', '1.4832', '1.0691', '0.7323']
['3.2992', '3.2992', '2.3864', '3.2992', '1.5058', '1.1046', '0.7033']
['3.2992', '3.2992', '0.0000', '3.2992', '0.8927', '0.3875', '1.2335']
['3.2992', '3.2992', '0.0000', '3.2992', '1.1416', '0.3376', '0.3867']
['3.2992', '3.2992', '3.2992', '3.2992', '1.3825', '0.7912', '0.5986']
['3.2992', '3.2992', '3.2992', '3.2992', '1.5227', '1.0546', '0.7307']
['3.2992', '3.2992', '0.0878', '3.2992', '1.3672', '0.9007', '0.5325']
['3.2992', '3.2992', '0.0000', '3.2992', '0.9330', '0.4109', '0.2457']
['3.2992', '3.2992', '3.2992', '3.2992', '1.2899', '0.8210', '0.5551']
['3.2992', '3.2992', '3.2992', '3.2992', '1.4776', '1.0772', '0.7219']
['3.2992', '3.2992', '0.0983', '3.2992', '1.3261', '0.8935', '0.5261']
['3.2992', '3.2992', '0.0000', '3.2992', '0.9233', '0.4206', '1.0949']
['3.2992', '3.2992', '0.0000', '3.2992', '1.1585', '0.3795', '0.4109']
['3.2992', '3.2992', '3.2992', '3.2992', '1.4180', '0.8403', '0.6196']
