0.097158,0.056112,0.013122,-0.005479,0.012778,0.051233,0.078235
0.075157,0.045461,0.008392,-0.010262,0.003627,0.036649,0.060317
0.057309,0.030356,-0.003121,-0.019235,-0.004832,0.027186,0.049684
0.046344,0.020085,-0.011969,-0.026121,-0.009439,0.024467,0.053028
0.076721,0.108164,0.139532,0.152210,0.142561,0.119001,0.098324
0.111334,0.173630,0.248642,0.279930,0.251678,0.196674,0.167805
0.211666,0.327419,0.438229,0.452724,0.354851,0.209801,0.107681
0.112000,0.216667,0.332329,0.358452,0.277763,0.163696,0.119926
0.221909,0.452164,0.665375,0.697113,0.519592,0.257065,0.081268
0.108170,0.320892,0.549957,0.602509,0.431488,0.152771,-0.068771
-0.133270,-0.056274,0.049347,0.066711,-0.027893,-0.160522,-0.221802
-0.124237,0.126251,0.384979,0.482971,0.397278,0.250397,0.175323
0.232330,0.387360,0.508148,0.466431,0.278961,0.087830,0.016541
0.089844,0.239014,0.325439,0.234192,-0.016907,-0.297546,-0.484070
-0.542175,-0.518188,-0.483948,-0.476868,-0.463867,-0.379150,-0.199768
0.045288,0.289490,0.416199,0.338074,0.115906,-0.078308,-0.119324
0.002808,0.202209,0.322388,0.238098,-0.019226,-0.291870,-0.443787
-0.448547,-0.373657,-0.329102,-0.395203,-0.554504,-0.692932,-0.662842
-0.384705,0.050415,0.396362,0.454102,0.255005,0.020508,-0.025024
0.190430,0.526855,0.714844,0.578369,0.194336,-0.177856,-0.301514
-0.131226,0.154785,0.287109,0.117188,-0.282349,-0.692749,-0.909180
-0.880493,-0.732056,-0.631592,-0.638062,-0.670044,-0.577148,-0.246216
0.296753,0.831665,1.047729,0.801514,0.260254,-0.215454,-0.322876
-0.014893,0.451660,0.693359,0.497559,-0.031372,-0.574951,-0.824829
-0.702759,-0.421021,-0.282715,-0.428833,-0.767822,-1.054810,-1.024292
-0.578369,0.075684,0.539307,0.550903,0.197998,-0.179687,-0.258179
0.042725,0.493286,0.719116,0.507080,-0.025269,-0.536499,-0.714966
-0.504150,-0.150879,0.005005,-0.197876,-0.655273,-1.100342,-1.247437
-0.952637,-0.366943,0.126587,0.234009,-0.007446,-0.298218,-0.331909
-0.023437,0.414429,0.627441,0.416504,-0.085571,-0.528931,-0.613525
-0.308228,0.115112,0.291260,0.045898,-0.489746,-0.997925,-1.188354
-1.007324,-0.685059,-0.527344,-0.652222,-0.913086,-1.023438,-0.771240
-0.182495,0.453735,0.757324,0.551270,0.021362,-0.425659,-0.463745
-0.074097,0.441772,0.674072,0.417969,-0.178833,-0.741211,-0.943848
-0.744141,-0.408447,-0.270142,-0.465576,-0.878296,-1.250488,-1.321899
-0.968506,-0.349121,0.160156,0.277466,0.055908,-0.189697,-0.160889
0.193237,0.631104,0.796265,0.512573,-0.060547,-0.554321,-0.665527
-0.384033,0.001465,0.138794,-0.113892,-0.613770,-1.060059,-1.188721
-0.964966,-0.619995,-0.434326,-0.497437,-0.655029,-0.647034,-0.307495
0.297546,0.872131,1.065308,0.745361,0.130859,-0.361328,-0.418335
-0.055786,0.398193,0.559387,0.272705,-0.293579,-0.792664,-0.938965
-0.718018,-0.395935,-0.276489,-0.449097,-0.733337,-0.822449,-0.510803
0.139954,0.806213,1.095612,0.845123,0.269653,-0.199036,-0.235199
0.153809,0.645660,0.839508,0.558777,-0.023682,-0.529022,-0.655640
-0.411865,-0.097992,-0.031113,-0.293457,-0.723282,-1.045547,-1.027328
-0.616524,-0.027252,0.384277,0.410152,0.163269,-0.029625,0.092722
0.530346,1.009302,1.170254,0.855927,0.258209,-0.226181,-0.295464
0.017273,0.382813,0.455902,0.136169,-0.388199,-0.793442,-0.834045
-0.529419,-0.164520,-0.040680,-0.230499,-0.524506,-0.589172,-0.225433
0.470947,1.143829,1.397308,1.089661,0.463318,-0.029846,-0.068359
0.315369,0.778076,0.927856,0.612732,0.023010,-0.464111,-0.558044
-0.282837,0.049377,0.121765,-0.144409,-0.577087,-0.896301,-0.859009
-0.401001,0.268677,0.758362,0.812805,0.533630,0.269653,0.314636
0.686340,1.118042,1.253601,0.926819,0.320618,-0.176575,-0.265869
0.024658,0.372925,0.443726,0.138672,-0.357910,-0.731689,-0.745605
-0.425171,-0.055908,0.062012,-0.136719,-0.437012,-0.499268,-0.126221
0.577515,1.249146,1.490723,1.163452,0.511963,-0.007813,-0.070679
0.287964,0.721436,0.846069,0.526123,-0.045898,-0.522705,-0.684692
-0.585205,-0.448608,-0.451782,-0.616943,-0.828369,-0.938110,-0.869019
-0.617676,-0.251465,0.073364,0.216431,0.229370,0.299683,0.506104
0.747681,0.870605,0.766846,0.427490,0.021851,-0.206177,-0.164673
0.016235,0.134888,0.067993,-0.171265,-0.441528,-0.567627,-0.501099
-0.358887,-0.295166,-0.372437,-0.521362,-0.555542,-0.290405,0.251587
0.834473,1.201904,1.202637,0.852539,0.386353,0.118774,0.175781
0.418823,0.614624,0.594727,0.332642,-0.015869,-0.231323,-0.221191
-0.088989,-0.000977,-0.051514,-0.228394,-0.426270,-0.527466,-0.474243
-0.258423,0.074585,0.385986,0.532349,0.548462,0.607300,0.789551
1.005127,1.108154,0.991455,0.652832,0.250977,0.016846,0.039551
0.208740,0.340088,0.309082,0.102539,-0.161865,-0.324951,-0.328369
-0.251709,-0.213623,-0.267822,-0.382080,-0.453125,-0.347656,-0.011719
0.463867,0.895752,1.093262,0.977295,0.688232,0.488770,0.508789
0.664307,0.785156,0.734131,0.484131,0.163818,-0.031982,-0.028809
0.074707,0.128174,0.052246,-0.130127,-0.316895,-0.401855,-0.366943
-0.283691,-0.230469,-0.225830,-0.216553,-0.087158,0.263184,0.773682
