2.001927,2.368443,2.264659,1.721627,1.054724,0.675388,0.769619
1.192177,1.611725,1.708466,1.378197,0.847267,0.503067,0.558060
0.913818,1.279938,1.356857,1.037537,0.532410,0.213806,0.287964
0.655914,1.025513,1.095428,0.763336,0.249329,-0.067871,0.016724
0.399414,0.786133,0.875732,0.562012,0.058289,-0.259766,-0.185120
0.184448,0.563049,0.655273,0.352905,-0.137451,-0.443970,-0.354736
0.037842,0.442139,0.549805,0.245728,-0.261230,-0.578491,-0.447876
0.062622,0.604980,0.775146,0.417358,-0.223999,-0.691772,-0.681763
-0.243652,0.279907,0.481323,0.184326,-0.395508,-0.827515,-0.827393
-0.446533,0.007324,0.175537,-0.098755,-0.615601,-0.978271,-0.937622
-0.562378,-0.145874,-0.015015,-0.299927,-0.793945,-1.113770,-1.039795
-0.661865,-0.262939,-0.140625,-0.410156,-0.871338,-1.156738,-1.059082
-0.669922,-0.269775,-0.151123,-0.424561,-0.890137,-1.178223,-1.077637
-0.679932,-0.267334,-0.139404,-0.411865,-0.883545,-1.181885,-1.092041
-0.701904,-0.294678,-0.171631,-0.447021,-0.917480,-1.208496,-1.107178
-0.707031,-0.291748,-0.159180,-0.424805,-0.886963,-1.174805,-1.074219
-0.673584,-0.255615,-0.119141,-0.382324,-0.846191,-1.139160,-1.044189
-0.648437,-0.235352,-0.104736,-0.372803,-0.835205,-1.119873,-1.017334
-0.619873,-0.208252,-0.077393,-0.339600,-0.796143,-1.077637,-0.974121
-0.575439,-0.161621,-0.027100,-0.287109,-0.744629,-1.030029,-0.928711
-0.529297,-0.114014,0.015869,-0.252441,-0.716064,-1.000977,-0.896484
-0.495361,-0.078857,0.056885,-0.201904,-0.656738,-0.938721,-0.837891
-0.442627,-0.031006,0.103516,-0.153564,-0.605957,-0.886963,-0.783447
-0.384033,0.029907,0.158325,-0.110962,-0.573975,-0.857544,-0.749512
-0.342651,0.079590,0.219116,-0.039063,-0.496216,-0.781982,-0.684204
-0.291748,0.118652,0.255127,0.001343,-0.448486,-0.728149,-0.625610
-0.228149,0.187256,0.326416,0.072144,-0.381592,-0.667480,-0.571167
-0.178345,0.231812,0.361938,0.095825,-0.365234,-0.651123,-0.547485
-0.147949,0.268555,0.406738,0.151062,-0.301514,-0.584900,-0.483765
-0.087585,0.327454,0.466187,0.210022,-0.244019,-0.529846,-0.431091
-0.034363,0.380188,0.512634,0.247284,-0.213928,-0.499969,-0.398590
-0.001190,0.414062,0.550079,0.293167,-0.160675,-0.444321,-0.347382
0.044624,0.452568,0.587193,0.331827,-0.120478,-0.403593,-0.304178
0.091244,0.501602,0.628838,0.359314,-0.105072,-0.390396,-0.286346
0.115631,0.535400,0.672943,0.414612,-0.044586,-0.333527,-0.240875
0.145844,0.552490,0.686768,0.432007,-0.019714,-0.300293,-0.189575
0.229675,0.672424,0.822998,0.555054,0.068726,-0.243225,-0.113831
0.402161,0.965088,1.171143,0.855652,0.246948,-0.199951,-0.170044
0.300049,0.868286,1.109009,0.830688,0.244263,-0.206909,-0.217407
0.176392,0.666260,0.876221,0.630005,0.119263,-0.255005,-0.226318
0.152710,0.594604,0.764893,0.514526,0.031006,-0.303589,-0.256226
0.100464,0.493774,0.627686,0.378296,-0.066040,-0.341309,-0.238037
0.155396,0.564697,0.697754,0.437866,-0.018921,-0.305542,-0.206665
0.190186,0.607666,0.746948,0.487427,0.023071,-0.274902,-0.184326
0.212036,0.632080,0.768921,0.503052,0.033447,-0.265869,-0.178589
0.206665,0.612915,0.746704,0.488647,0.032593,-0.253296,-0.158569
0.233154,0.644653,0.778931,0.519287,0.056763,-0.238281,-0.147827
0.243408,0.657471,0.794189,0.531250,0.061523,-0.242676,-0.164307
0.215332,0.617676,0.748535,0.489502,0.035645,-0.248047,-0.149414
0.241455,0.648193,0.776611,0.512207,0.050049,-0.241943,-0.149414
0.242187,0.654541,0.788574,0.522705,0.052246,-0.248779,-0.159424
0.237793,0.662598,0.804932,0.540771,0.063965,-0.251221,-0.180420
0.194092,0.595459,0.725586,0.463867,0.002197,-0.289063,-0.194092
0.201904,0.618652,0.756104,0.492920,0.021973,-0.280518,-0.194580
0.200195,0.620605,0.761719,0.497314,0.021240,-0.289551,-0.206543
0.188965,0.613281,0.754150,0.485596,0.007568,-0.304199,-0.226318
0.156494,0.566162,0.701538,0.442871,-0.018433,-0.314453,-0.225952
0.162598,0.572998,0.705078,0.437500,-0.034790,-0.338745,-0.252075
0.146240,0.571289,0.714966,0.450928,-0.026489,-0.344360,-0.276489
