1.624231,1.666945,1.302278,0.733272,0.300278,0.269876,0.626404
1.076374,1.280293,1.090866,0.633720,0.221733,0.133827,0.394875
0.767059,0.951126,0.800659,0.410812,0.055527,-0.017441,0.207352
0.515778,0.651459,0.498199,0.152649,-0.125580,-0.096161,0.244537
0.641296,0.792938,0.578003,0.125885,-0.262024,-0.317902,-0.023346
0.375824,0.574402,0.426086,0.029663,-0.336304,-0.416992,-0.189331
0.134949,0.295776,0.167969,-0.164368,-0.457031,-0.487000,-0.249268
0.047424,0.165833,0.008545,-0.323669,-0.580811,-0.535278,-0.185547
0.223755,0.400513,0.219055,-0.204163,-0.581238,-0.653809,-0.400269
-0.042847,0.143799,0.025269,-0.314087,-0.623413,-0.670410,-0.441162
-0.138794,-0.002808,-0.137817,-0.452637,-0.701538,-0.654785,-0.306396
0.099609,0.271484,0.087158,-0.334839,-0.706055,-0.765503,-0.491089
-0.109863,0.091919,-0.025635,-0.375977,-0.701538,-0.762573,-0.538574
-0.229614,-0.076416,-0.190552,-0.490845,-0.740723,-0.706665,-0.373047
0.022949,0.192261,0.011841,-0.403320,-0.766724,-0.809326,-0.487671
-0.026245,0.253540,0.164917,-0.221802,-0.627075,-0.764893,-0.562256
-0.198608,0.046143,-0.007568,-0.316895,-0.634521,-0.689087,-0.429443
-0.075439,0.085693,-0.074463,-0.452881,-0.777710,-0.794556,-0.483032
-0.080444,0.119995,-0.017212,-0.392822,-0.736206,-0.796753,-0.548950
-0.202393,-0.016846,-0.118896,-0.430176,-0.712646,-0.744507,-0.512451
-0.212891,-0.073608,-0.194092,-0.486450,-0.715698,-0.659668,-0.311646
0.091187,0.267456,0.098877,-0.301636,-0.654663,-0.707520,-0.436646
-0.062622,0.140503,0.036621,-0.291992,-0.597900,-0.649170,-0.426758
-0.124390,0.025879,-0.082520,-0.366699,-0.593994,-0.539917,-0.195679
0.200195,0.366211,0.189453,-0.213745,-0.563477,-0.604248,-0.313477
0.080078,0.289917,0.177002,-0.170776,-0.497253,-0.561401,-0.337280
-0.021912,0.145020,0.047791,-0.239990,-0.485535,-0.453918,-0.126587
