-0.005479,0.012778,0.051233,0.078235
-0.010262,0.003627,0.036649,0.060317
-0.019235,-0.004832,0.027186,0.049684
-0.026121,-0.009439,0.024467,0.053028
0.15221,0.142561,0.119001,0.098324
0.27993,0.251678,0.196674,0.167805
0.452724,0.354851,0.209801,0.107681
0.358452,0.277763,0.163696,0.119926
0.697113,0.519592,0.257065,0.081268
0.602509,0.431488,0.152771,-0.068771
0.066711,-0.027893,-0.160522,-0.221802
0.482971,0.397278,0.250397,0.175323
0.466431,0.278961,0.08783,0.016541
0.234192,-0.016907,-0.297546,-0.48407
-0.476868,-0.463867,-0.37915,-0.199768
0.338074,0.115906,-0.078308,-0.119324
0.238098,-0.019226,-0.29187,-0.443787
-0.395203,-0.554504,-0.692932,-0.662842
0.454102,0.255005,0.020508,-0.025024
0.578369,0.194336,-0.177856,-0.301514
0.117188,-0.282349,-0.692749,-0.90918
-0.638062,-0.670044,-0.577148,-0.246216
0.801514,0.260254,-0.215454,-0.322876
0.497559,-0.031372,-0.574951,-0.824829
-0.428833,-0.767822,-1.05481,-1.024292
0.550903,0.197998,-0.179687,-0.258179
0.50708,-0.025269,-0.536499,-0.714966
-0.197876,-0.655273,-1.100342,-1.247437
0.234009,-0.007446,-0.298218,-0.331909
0.416504,-0.085571,-0.528931,-0.613525
0.045898,-0.489746,-0.997925,-1.188354
-0.652222,-0.913086,-1.023438,-0.77124
0.55127,0.021362,-0.425659,-0.463745
0.417969,-0.178833,-0.741211,-0.943848
-0.465576,-0.878296,-1.250488,-1.321899
0.277466,0.055908,-0.189697,-0.160889
0.512573,-0.060547,-0.554321,-0.665527
-0.113892,-0.61377,-1.060059,-1.188721
-0.497437,-0.655029,-0.647034,-0.307495
0.745361,0.130859,-0.361328,-0.418335
0.272705,-0.293579,-0.792664,-0.938965
-0.449097,-0.733337,-0.822449,-0.510803
0.845123,0.269653,-0.199036,-0.235199
0.558777,-0.023682,-0.529022,-0.65564
-0.293457,-0.723282,-1.045547,-1.027328
0.410152,0.163269,-0.029625,0.092722
0.855927,0.258209,-0.226181,-0.295464
0.136169,-0.388199,-0.793442,-0.834045
-0.230499,-0.524506,-0.589172,-0.225433
1.089661,0.463318,-0.029846,-0.068359
0.612732,0.02301,-0.464111,-0.558044
-0.144409,-0.577087,-0.896301,-0.859009
0.812805,0.53363,0.269653,0.314636
0.926819,0.320618,-0.176575,-0.265869
0.138672,-0.35791,-0.731689,-0.745605
-0.136719,-0.437012,-0.499268,-0.126221
1.163452,0.511963,-0.007813,-0.070679
0.526123,-0.045898,-0.522705,-0.684692
-0.616943,-0.828369,-0.93811,-0.869019
0.216431,0.22937,0.299683,0.506104
0.42749,0.021851,-0.206177,-0.164673
-0.171265,-0.441528,-0.567627,-0.501099
-0.521362,-0.555542,-0.290405,0.251587
0.852539,0.386353,0.118774,0.175781
0.332642,-0.015869,-0.231323,-0.221191
-0.228394,-0.42627,-0.527466,-0.474243
0.532349,0.548462,0.6073,0.789551
0.652832,0.250977,0.016846,0.039551
0.102539,-0.161865,-0.324951,-0.328369
-0.38208,-0.453125,-0.347656,-0.011719
0.977295,0.688232,0.48877,0.508789
0.484131,0.163818,-0.031982,-0.028809
-0.130127,-0.316895,-0.401855,-0.366943
-0.216553,-0.087158,0.263184,0.773682
0.859131,0.380127,0.109863,0.139648
0.238159,-0.046143,-0.229126,-0.246948
-0.312988,-0.370361,-0.240601,0.116943
0.987305,0.659302,0.435181,0.452881
0.619385,0.266724,-0.005127,-0.082642
-0.14209,-0.308105,-0.390991,-0.358398
-0.165894,-0.098633,0.161011,0.59021
0.823486,0.349365,0.030762,-0.013306
0.106812,-0.152466,-0.342529,-0.387573
-0.394165,-0.433105,-0.299927,0.047974
0.780151,0.433716,0.205933,0.230347
0.502075,0.136597,-0.168884,-0.285095
-0.290771,-0.427673,-0.479675,-0.410583
-0.143982,-0.159302,-0.00647,0.321228
0.407959,-0.016174,-0.274261,-0.278046
-0.343964,-0.553009,-0.62677,-0.542023
-0.487671,-0.523026,-0.309937,0.147842
0.62085,0.142365,-0.164772,-0.167328
-0.017499,-0.328076,-0.533716,-0.54599
-0.560295,-0.672546,-0.644516,-0.453568
0.286835,0.124069,0.047211,0.159546
0.173889,-0.203461,-0.448944,-0.46701
-0.524658,-0.69162,-0.715881,-0.576233
-0.374878,-0.44751,-0.297729,0.085083
0.460449,-0.005371,-0.316528,-0.345032
-0.272644,-0.520142,-0.650085,-0.602966
-0.500916,-0.602783,-0.512634,-0.182556
0.459656,0.078491,-0.174255,-0.1698
-0.1521,-0.44812,-0.620728,-0.602722
-0.667114,-0.776123,-0.726929,-0.511475
0.200928,0.037842,-0.026611,0.099854
0.064209,-0.299072,-0.513916,-0.501709
-0.592407,-0.751953,-0.755615,-0.598022
-0.422119,-0.504028,-0.364502,0.011108
0.453003,0.016602,-0.272705,-0.290283
-0.252197,-0.493896,-0.607422,-0.540161
-0.462524,-0.579346,-0.546143,-0.341797
0.29895,0.093262,-0.025146,0.041016
-0.012329,-0.314575,-0.485962,-0.462891
-0.464722,-0.585571,-0.562195,-0.382629
-0.041138,-0.149536,-0.079651,0.233276
0.649536,0.125671,-0.273315,-0.372253
-0.179077,-0.407654,-0.531006,-0.459351
-0.068665,-0.224243,-0.199646,0.132385
0.982483,0.378296,-0.125793,-0.261902
0.200256,-0.183105,-0.499451,-0.557922
-0.117188,-0.349426,-0.486694,-0.37561
0.631775,0.2901,-0.003113,0.005676
0.525269,-0.009705,-0.467529,-0.584717
-0.010498,-0.346558,-0.601807,-0.568542
0.267395,-0.06665,-0.284851,-0.149963
0.661072,0.081421,-0.403625,-0.502869
0.064575,-0.346497,-0.655151,-0.63269
0.105103,-0.266052,-0.533264,-0.461975
0.694092,0.220276,-0.227295,-0.338745
0.242126,-0.217468,-0.610779,-0.679077
0.002136,-0.346069,-0.610535,-0.567749
0.306946,-0.085449,-0.389282,-0.34845
0.41333,-0.101746,-0.539368,-0.619324
0.093628,-0.295288,-0.601501,-0.581604
0.321136,-0.089294,-0.435425,-0.44873
0.489716,0.030273,-0.388306,-0.474426
0.143585,-0.272095,-0.602386,-0.600952
0.242371,-0.150635,-0.464355,-0.446014
0.486755,0.045532,-0.334503,-0.371674
0.316895,-0.153595,-0.535767,-0.558929
0.306488,-0.112564,-0.451614,-0.442276
0.522522,0.06282,-0.340439,-0.398666
0.330978,-0.125092,-0.506165,-0.546783
0.147644,-0.249985,-0.54483,-0.498032
0.391418,-0.044563,-0.39502,-0.394554
0.48632,0.008827,-0.419876,-0.508659
0.209881,-0.200581,-0.530605,-0.520622
0.418205,-0.012217,-0.37279,-0.385776
0.56898,0.104313,-0.30388,-0.368944
0.187723,-0.26618,-0.607498,-0.585258
0.301853,-0.121262,-0.446259,-0.40836
0.556458,0.069847,-0.343964,-0.386269
0.525719,0.002609,-0.503021,-0.738823
-0.497902,-0.629807,-0.658844,-0.515137
-0.271103,-0.478409,-0.533356,-0.371429
-0.094742,-0.339096,-0.439087,-0.335434
-0.282318,-0.485657,-0.516632,-0.330963
0.066559,-0.15741,-0.240631,-0.10672
0.20816,-0.048431,-0.172791,-0.083588
-0.013916,-0.271912,-0.386414,-0.289368
0.163147,-0.022705,-0.110168,-0.00885
0.497742,0.238281,0.04364,0.043152
0.473267,0.228394,0.026184,-0.022766
0.004333,-0.149475,-0.174866,-0.013489
0.525635,0.263367,0.084961,0.112732
0.506958,0.242493,0.056091,0.070129
0.434326,0.142883,-0.102966,-0.161987
0.355591,0.183411,0.064453,0.116577
0.437012,0.171936,0.003479,0.047485
0.406982,0.113586,-0.106873,-0.12561
0.268372,0.04541,-0.102234,-0.060547
0.341675,0.106689,-0.031982,0.03772
0.360596,0.06604,-0.127197,-0.099365
0.248901,-0.075012,-0.362305,-0.464722
0.139771,0.046509,0.001953,0.109192
0.315125,0.031494,-0.107422,0.000977
0.300598,-0.065643,-0.33429,-0.3797
-0.227692,-0.427277,-0.489197,-0.33078
0.259552,0.010681,-0.116302,-0.006744
0.291534,-0.052094,-0.272461,-0.246124
0.064331,-0.277206,-0.578461,-0.694275
0.003113,-0.051331,-0.066711,0.059174
0.227997,-0.072853,-0.220558,-0.110527
0.200893,-0.191628,-0.503384,-0.595909
-0.412169,-0.489563,-0.394302,-0.013716
0.971527,0.375172,-0.086403,-0.108196
0.835197,0.234222,-0.329071,-0.525848
0.055145,-0.402878,-0.84494,-0.984985
